Contract #,Business Size,Schedule,Site,Begin Date,End Date,SIN,Vendor Name,Labor Category,education Level,Minimum Years Experience,Current Year Labor Price,Next Year Labor Price,Second Year Labor Price
47QRAA19D00C7,small business,Consolidated,Both,9/10/19,9/9/24,"871 1-6, 874 1,6,7,501 & 507, C132 51","Kenific Group Inc., The (DBA KGI)",Journeyman Business Operations Specialist,Bachelors,6,75.81,77.32,78.87
47QRAA18D00AE,other than small business,Consolidated,Both,6/6/18,6/5/23,874-1 541-3 541-4A 541-5,"JBS International, Inc.",Graphic Designer/ Artist,Bachelors,5,75.83,77.65,79.51
GS-10F-0008V,other than small business,Logistics,Contractor,10/10/08,10/9/23,"874-501, 874-504, 874-505, 874-507","Engineering Solutions & Products, Inc.","Electronics Technician, Journeyman**",Bachelors,5,75.84,77.36,78.9
47QRAA18D003M,other than small business,Consolidated,Contractor,1/22/18,1/21/23,"874-1, 874-7, 871-1, 871-2, 871-5, 871-6","ALEXANDRIA INSIGHTS, INC ",Software Developer,Bachelors,5,75.87,77.5,79.16
47QRAA18D003M,other than small business,Consolidated,Contractor,1/22/18,1/21/23,"874-1, 874-7, 871-1, 871-2, 871-5, 871-6","ALEXANDRIA INSIGHTS, INC ",Logistics Analyst,Bachelors,5,75.87,77.5,79.16
47QRAA18D003M,other than small business,Consolidated,Contractor,1/22/18,1/21/23,"874-1, 874-7, 871-1, 871-2, 871-5, 871-6","ALEXANDRIA INSIGHTS, INC ",Financial Analyst,Bachelors,5,75.87,77.5,79.16
GS-00F-214GA,small business,Consolidated,Both,6/9/17,6/8/22,874-1,KIMETRICA LLC,"Translator, Senior  **",Bachelors,5,75.88,82.92,85.4
47QRAA19D000N,other than small business,Consolidated,Customer,10/31/18,10/30/23,"525 7, 520 8, 520 9, 520 11, 520 12, 520 13, 520 14, 520 16, 520 21, 520 22","T3W BUSINESS SOLUTIONS, INC",Management Analyst-Senior,Bachelors,6,75.88,77.47,79.1
47QRAA18D00AN,other than small business,Consolidated,Contractor,6/8/18,6/7/23,"541-4A, 874-1 and 874-7","BRYCE SPACE AND TECHNOLOGY, LLC",Junior Analyst I,Bachelors,5,75.9,77.5,79.12
47QRAA18D00AN,other than small business,Consolidated,Contractor,6/8/18,6/7/23,871-1 and 871-2,"BRYCE SPACE AND TECHNOLOGY, LLC",Junior Engineer I,Bachelors,5,75.9,77.5,79.12
GS-10F-0356Y,small business,MOBIS,Customer,6/20/12,6/19/22,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6",BayFirst Solutions LLC,Technical Writer/Editor**,Bachelors,5,75.91,77.42,78.97
GS00F283CA,small business,MAS Consolidated,Both,9/10/20,9/9/25,"541330ENG, 541715, 541420, 541384",ASR INTERNATIONAL CORP.,Engineer,Bachelors,7,75.94,77.35,78.79
GS-23F-0030P,small business,AIMS,Both,10/30/03,10/29/23,541-4B,"TRF Productions, Llc",Broadcast Engineer/Camera Shader,Bachelors,5,75.95,77.77,
GS-10F-0015U,small business,MOBIS,,10/22/07,10/21/22,"874-1, 874-7","LCB Solutions, LLC",Technical Editor I,Bachelors,5,75.97,77.57,79.2
47QRAA20D001Y,small business,Consolidated,Contractor,11/26/19,11/25/24,"871-1, 871-2, 871-3","TELTRIUM SOLUTIONS, LLC",Senior Contract Administrator,Bachelors,5,75.98,77.8,79.67
47QRAA18D00CY,small business,Consolidated,Both,7/28/18,7/27/23,"100 03, 874 7, 874 504, 874 597","PRIMETECH INTERNATIONAL, INC.",Strategic Logistics & Operations Analyst,Bachelors,5,76.04,76.04,76.04
47QRAA20D000L,other than small business,Consolidated,Contractor,10/24/19,10/23/24,"C132-51, C132-51RC",IRONCLAD TECHNOLOGY SERVICES LLC,Configuration Manager II,Bachelors,5,76.04,77.56,79.11
47QTCA19D00H2,small business,IT Schedule 70,Both,8/9/19,8/8/24,132-51,"S4, INC.",Technical Trainer II,Bachelors,5,76.05,76.05,76.05
47QRAA19D008L,small business,Consolidated,Both,6/3/19,6/2/24,520-12,DEFENSE ACQUISITION SUPPORT SERVICES L.L.C. ,Budget Analyst,Bachelors,5,76.05,77.95,79.9
GS-07F-0252Y,small business,736TAPS,,2/22/17,2/21/22,736-2,"Unified Business Technologies, Inc.",Computer Programmer III,Bachelors,5,76.07,78.2,80.39
GS-10F-0107V,small business,PES,Customer,3/12/09,3/11/24,"871-1/RC, 871-2/RC, 871-3/RC, 871-4/RC, 871-5/RC, 871-6/RC","Ignite Fueling Innovation, Inc.",ANALYST IV,Bachelors,6,76.11,77.56,79.03
47QRAA18D009F,small business,Consolidated,Both,5/18/18,5/17/23,899-8,"DAWSON SOLUTIONS, LLC ",Program QA/QC Manager,Bachelors,7,76.12,77.56,79.04
47QRAA20D000U,small business,Consolidated,Both,10/30/19,10/29/24,874-1,"INTERAGENCY READINESS SOLUTIONS, LLC",SME/Functional Specialist,Bachelors,5,76.13,77.8,79.52
GS-23F-0320N,small business,PES,Contractor,8/26/03,8/25/23,871-1; 2; 3; 4; 5; & 6; 874-1; 6; 7; 501; C132-51,"Quantitech, Inc.",Engineer Technician III,Bachelors,6,76.17,77.77,79.4
47QTCA19D00DV,small business,IT Schedule 70,Both,6/18/19,6/18/24,132-51,"ZANTECH IT SERVICES, INC.",Information Systems Training Specialist - Senior,Bachelors,5,76.18,77.7,79.26
47QRAA19D0069,other than small business,Consolidated,Customer,3/26/19,3/25/24,"541-1, 541-2, 541-4A, 541-4C","NTT Data Services Federal Government, LLC",Audio-Visual Production Specialist,Bachelors,5,76.2,,
GS-10F-0247V,small business,MOBIS,Both,7/2/09,7/1/24,874-1  & 874-1RC,"Health Research and Analysis, LLC (D.B.A.) HRA",Technical Editor,Bachelors,5,76.21,76.21,76.21
GS-00F-261GA,small business,Consolidated,Customer,7/8/17,7/7/22,520-7; 520-8; 520-11; 520-13; 520-24,Frontier Inc.,Junior Task Manager (JTM),Bachelors,5,76.22,76.22,76.22
47QRAA18D005E,small business,Consolidated,Both,2/23/18,2/22/23,"541-1, 874-1     899-1, 899-7","CHESAPEAKE ENVIRONMENTAL COMMUNICATIONS, INC.",Junior Analyst,Bachelors,5,76.23,77.68,79.16
47QRAA19D009E,small business,Consolidated,Both,6/19/19,6/18/24,"871-6, 874-7, 520-21",PATRONA CORPORATION,Quality Assurance Specialist 3,Bachelors,5,76.24,78.15,80.1
GS-10F-0253N,small business,Logistics,Contractor,2/18/03,2/17/23,"874-501, 874-503, 874-504, 874-505, 874-507","Ltm, Inc.",Technical Writer,Bachelors,5,76.25,77.77,79.33
47QRAA19D00C7,small business,Consolidated,Both,9/10/19,9/9/24,871-1 thru 6,"Kenific Group Inc., The (DBA KGI)",Senior Engineer,Bachelors,6,76.3,77.83,79.38
47QRAA18D006Y,small business,Consolidated,Both,3/27/18,3/26/23,520-22,PACIFIC RESEARCH AND EVALUATION LLC ,Project Manager,Masters,5,76.31,77.83,79.39
47QTCA20D003G,small business,IT Schedule 70,Customer,12/23/19,12/22/24,132-51,Enterprise Solutions,Sr. Business Manager,Bachelors,6,76.31,76.31,76.31
GS-10F-0320L,small business,Environmental,Both,7/3/01,7/2/21,"899-1, 899-1RC, 899-7, 899-7RC, 899-8, 899-8RC","Terranext, LLC",Project Mgr/Admin Mgr,Bachelors,7,76.31,76.31,
47QRAA19D009E,small business,Consolidated,Both,6/19/19,6/18/24,"871-1, 871-6, 874-1, 874-7",PATRONA CORPORATION,Engineer 3,Bachelors,5,76.32,78.23,80.18
47QRAA18D0099,small business,MAS Consolidated,Both,5/10/18,5/9/23,541110,INTERNATIONAL BUSINESS SALES & SERVICES CORPORATION,Paralegal IV**,Bachelors,5,76.32,78.15,
47QTCA20D0016,other than small business,IT Schedule 70,Both,10/21/19,10/20/24,132-51,Solutions Through Innovative Technologies Inc,LAN/WAN Administrator,Bachelors,5,76.33,76.33,76.33
GS10F0196P,small business,MAS Consolidated,Contractor,2/13/19,2/12/24,541620/RC,"Panamerican Consultants, Inc.",Underwater Principal Investigator,Masters,5,76.33,77.7,79.1
47QRAA20D0012,small business,Consolidated,Both,11/5/19,11/4/24,"541-1, 541-1RC, 
541-4C, 541-4CRC","CHICKASAW MANAGEMENT SERVICES, LLC",Videographer / Producer,Bachelors,6,76.34,78.63,80.99
47QRAA18D00BD,small business,Consolidated,Customer,6/27/18,6/26/23,874-501; 874-503; 874-504; 874-505; 874-507; 874-597,"Global Technical Services, LLC",Logistician 3,Bachelors,6,76.36,78.04,79.76
47QRAA18D00F7,other than small business,Consolidated,Contractor,9/6/18,9/5/23,"874-1, 6, 7","Versar, Inc.",Professional III,Bachelors,5,76.37,77.9,79.45
GS-23F-0096V,small business,FABS,Both,9/15/09,9/14/24,"520-13, 520-12, 520-11, 520-21",Alexton Incorporated,Financial Systems Analyst,Bachelors,5,76.38,,
47QRAA18D00A3,small business,Consolidated,Customer,6/1/18,5/31/23,"871-1
871-2
871-3
871-4","CRAFT DESIGNS, INC. ",PSS-IV&V Specialist SL 1,Bachelors,6,76.42,77.95,79.51
47QRAA18D002D,small business,Consolidated,Both,12/20/17,12/19/22,"132-51, 871-1, 871-2, 871-3, 871-4, 871-5, 871-6, 874-1, 874-7","GENERAL INFOMATICS-A SERVICE DISABLED OWNED VETERAN BUSINESS, INC",Technical Writer/Editor III,Bachelors,5,76.45,76.45,76.45
GS-00F-372GA,small business,Consolidated,Customer,9/2/17,9/1/22,"871-1, 871-2, 871-4","Strategic Alliance Consulting, Inc.",Program Analyst II,Bachelors,5,76.46,76.46,76.46
47QRAA20D000L,other than small business,Consolidated,Contractor,10/24/19,10/23/24,"520-8, 520-8RC, 520-11, 520-11RC, 520-12,520-12RC, 520-13,520-13RC, 520-17, 520-17RC, 521-21, 521-21RC, 520-22, 520-22RC, C132-51, C132-51RC, 871-1, 871-1RC, 871-2, 871-2RC, 871-3, 871-3RC, 871-4, 871-4RC, 871-5, 871-5RC, 871-6, 871-6RC, 874-501, 874-501R",IRONCLAD TECHNOLOGY SERVICES LLC,Operations Research Analyst I,Bachelors,5,76.48,78.01,79.57
47QRAA18D000K,other than small business,Consolidated,Customer,10/18/17,10/17/22,C132-51,"Information International Associates, Inc.",Helpdesk Manager,Bachelors,7,76.5,78.34,80.22
47QRAA18D000K,other than small business,Consolidated,Customer,10/18/17,10/17/22,C132-51,"Information International Associates, Inc.",Systems Analyst,Bachelors,6,76.5,78.34,80.22
47QRAA18D00GU,small business,Consolidated,Both,9/28/18,9/27/23,C132-51,K.L. SCOTT & ASSOCIATES LLC,Data Analyst III,Bachelors,7,76.52,78.05,79.61
47QRAA18D00GV,small business,Consolidated,Both,9/27/18,9/26/23,"541-1
541-2",E LITTLE COMMUNICATIONS GROUP,Administrative,Bachelors,5,76.53,78.29,80.09
47QRAA18D00GV,small business,Consolidated,Both,9/27/18,9/26/23,"541-1
541-2
541-4F",E LITTLE COMMUNICATIONS GROUP,Graphics Artist,Bachelors,5,76.53,78.29,80.09
GS-10F-0176P,small business,MOBIS,,2/2/04,2/1/24,"874-1, 874-2, 874-3, 874-7, 874-8","Coffey Consulting, LLC",Senior Facilitator I,Bachelors,5,76.54,76.54,76.54
47QRAA18D009P,other than small business,Consolidated,Both,5/18/18,5/17/23,"871.1 , 871.2, 871.3, 871.4, 871.5, 871.6","SGT, LLC.","Materials Engineer, Senior",Bachelors,7,76.57,78.11,79.67
GS-03F-028GA,small business,71_IIK,Both,1/18/17,1/17/22,"716 1, 712 2, 712 3, 712 4","Office Space Planners, Inc.",Project Management,Bachelors,6,76.57,76.57,76.57
GS10F0081V,small business,PSS Legacy,Contractor,2/9/19,2/8/24,541611,"CRITTENTON CONSULTING GROUP, INC.",Management and Program Analyst (MAPA) Supervisor,Bachelors,5,76.57,76.57,76.57
GS-10F-0567P,other than small business,Environmental,Both,9/7/04,9/6/24,"871-1, 871-1RC, 874-1, 874-1RC, 874-6, 874-6RC, 874-7, 874-7RC, 899-1, 899-1RC, 899-3, 899-3RC, 899-7, 899-7RC","Ocean Associates, Incorporated",Scientist,Bachelors,5,76.58,76.58,76.58
GS-10F-0281T,small business,MOBIS,Both,6/18/07,6/17/22,874-1,"Performance Excellence Partners, Inc. (d.b.a.) Pep",Consultant/ Specialist,Bachelors,7,76.6,76.6,76.6
GS-07F-9587S,small business,736TAPS,,7/15/16,7/14/21,736-5,"Ross Professional Services, LLC",Sr. Technical Writer III,Masters,6,76.61,,
GS-10F-0176P,small business,MOBIS,,2/2/04,2/1/24,"874-1, 874-2, 874-3, 874-7, 874-8","Coffey Consulting, LLC",Senior Economist I,Masters,7,76.61,76.61,76.61
GS-10F-060AA,small business,PES,Contractor,12/13/12,12/12/22,871 2;871-3; 871-4; 871 5; 871 6,Aaski Technology Inc,"Engineer, Electronics, Journeyman",Bachelors,5,76.64,76.64,76.64
47QRAA18D00F2,small business,Consolidated,Customer,9/5/18,9/4/23,C132-51; 871-1; 871-2; 871-3; 871-4,"HEBCO, INC.",Senior Software Engineer,Bachelors,7,76.66,78.2,79.76
47QRAA19D00C7,small business,Consolidated,Both,9/10/19,9/9/24,"871 1-6, C132 51","Kenific Group Inc., The (DBA KGI)",Electrical Engineer,Bachelors,6,76.67,78.2,79.76
47QRAA19D000N,other than small business,Consolidated,Customer,10/31/18,10/30/23,"899-1, 899-3, 899-7","T3W BUSINESS SOLUTIONS, INC",Environmental Compliance Specialist,Bachelors,6,76.68,78.29,79.93
47QRAA18D000B,small business,Consolidated,Customer,10/20/17,10/19/22,"874 1, 874 7","OPERATIONAL INTELLIGENCE, LLC",Program Manager - Level II,Bachelors,5,76.72,78.64,80.61
47QRAA19D007B,small business,Consolidated,Customer,4/24/19,4/23/24,899-1; 899-8,PARAGON PROFESSIONAL SERVICES LLC,Chemist II,Bachelors,5,76.73,78.57,80.46
47QRAA18D007J,small business,Consolidated,Both,4/6/18,4/5/23,"874-1
874-4
874-7","Organizational Development Resource Group, LLC",Program Analyst,Bachelors,6,76.74,78.28,79.85
47QRAA18D006G,small business,Consolidated,Contractor,3/17/18,3/16/23,874 503 and 874 504,TENICA AND ASSOCIATES LLC,Logistics Management Specialist,Bachelors,6,76.75,79.05,81.42
GS-00F-0059N,small business,Consolidated,Both,6/16/03,6/15/23,"51-504, 51-504RC
51-506, 51-506RC",ASRC Aerospace Corporation,Computer System Analyst II,Masters,7,76.75,79.01,81.34
47QRAA18D00BV,small business,Consolidated,Both,7/5/18,7/4/23,874-7,The Data Entry Company,Site Manager II,Bachelors,5,76.78,78.47,80.2
GS-35F-340AA,small business,IT Schedule 70,Customer,5/15/18,5/14/23,132-51,Favor TechConsulting,Test Engineer - Sr,Bachelors,5,76.81,78.35,79.91
GS-10F-0125T,other than small business,MOBIS,Both,2/5/07,2/4/22,"874-1, 6,7","XL Associates, Inc.",Senior Technical Manager,Bachelors,6,76.81,,
47QRAA19D009W,other than small business,Consolidated,Customer,6/28/19,6/27/24,"520-8, 520-12, 520-13, 874-1, 874-7, 874-501, 874-503, 874-504, 874-505, 899-1, 871-6, 871-4","ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",General Management Professional - Intermediate - Top Secret,Bachelors,6,76.83,78.75,80.72
GS-23F-0158N,small business,AIMS,Both,2/24/03,2/23/23,541-4B,"Howard Video Production, LLC",Photographer (NEW),Bachelors,6,76.84,76.84,76.84
47QTCA21D0035,small business,MAS Consolidated,Both,12/15/20,12/14/25,54151S,TSS-DRT Joint Venture,Trainer 2,Bachelors,5,76.85,78.23,79.64
47QRAA19D006U,other than small business,Consolidated,Customer,4/10/19,4/9/24,874-1,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,Senior Research Specialist (Off-Campus),Masters,6,76.86,78.78,80.75
47QTCA21D000U,small business,MAS Consolidated,Both,10/23/20,10/22/25,54151S,"IntellecTechs, Inc.",Training Coordinator Senior,Bachelors,5,76.87,78.1,79.35
47QTCA21D000U,small business,MAS Consolidated,Both,10/23/20,10/22/25,54151S,"IntellecTechs, Inc.",Network Defense Design Engineer Senior,Bachelors,5,76.87,78.1,79.35
47QTCA21D000U,small business,MAS Consolidated,Both,10/23/20,10/22/25,54151S,"IntellecTechs, Inc.",IT Service Delivery Consultant Senior,Bachelors,5,76.87,78.1,79.35
47QTCA21D000U,small business,MAS Consolidated,Both,10/23/20,10/22/25,54151S,"IntellecTechs, Inc.",Engineering Process Lead Senior,Bachelors,5,76.87,78.1,79.35
47QRAA18D002D,small business,Consolidated,Both,12/20/17,12/19/22,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6, 874-1, 874-7","GENERAL INFOMATICS-A SERVICE DISABLED OWNED VETERAN BUSINESS, INC",Acquisition Specialist III,Bachelors,5,76.88,76.88,76.88
47QRAA18D005S,small business,Consolidated,Both,2/28/23,2/28/23,520-22,"F2 SOLUTIONS, LLC ",Communications Specialist,Bachelors,6,76.9,78.21,79.53
GS-00F-0059N,small business,Consolidated,Both,6/16/03,6/15/23,"C132-51, C132-51RC",ASRC Aerospace Corporation,Computer System Analyst II,Bachelors,7,76.93,79.2,81.54
GS-00F-0042P,other than small business,Consolidated,Contractor,7/15/04,7/14/24,"874-1, 874-7",McKing Consulting Corporation,Communication Specialist II,Bachelors,5,76.93,78.47,80.04
GS-10F-0176P,small business,MOBIS,,2/2/04,2/1/24,"874-1, 874-2, 874-3, 874-7, 874-8","Coffey Consulting, LLC",Senior Researcher/Analyst II,Masters,7,76.95,76.95,76.95
GS-23F-0077M,small business,PES,Customer,1/18/02,1/17/22,"871-2, 871-3, 871-4, 871-5, 871-6",Mclaughlin Research Corporation (D.B.A.) MRC,Int. Mgt Analyst,Bachelors,5,76.95,78.35,79.77
47QTCA20D004W,small business,MAS Consolidated,Both,1/22/20,1/21/25,54151S,Syarose Technology Services Inc,ERP Configurer,Bachelors,6,76.96,78.73,80.54
GS-03F-074AA,small business,36_Office_Imaging_Document,Blank,5/15/13,5/14/23,"733 1, 733 3, 733 4, 733 5, 51 504","CMI MANAGEMENT, INC.",Project Manager I,Bachelors,5,76.97,,
GS-35F-506BA,small business,IT Schedule 70,Customer,9/19/19,9/8/24,132-51,Scientific Systems and Software International Corp,Systems Administrator Senior,Bachelors,5,76.98,76.98,76.98
GS-35F-506BA,small business,IT Schedule 70,Customer,9/19/19,9/8/24,132-51,Scientific Systems and Software International Corp,Help Desk Coordinator - Senior,Bachelors,6,76.98,76.98,76.98
GS10F0078T,small business,MAS Consolidated,Both,12/15/16,12/14/21,"541614, 541614SVC, 561210FS and 611430",PROFESSIONAL ANALYSIS INC,Inventory Manager/ Analyst,Bachelors,7,77.04,,
GS-10F-0078T,small business,MAS Consolidated,Both,12/15/16,12/14/21,"541614, 541614SVC, 561210FS and 611430",PROFESSIONAL ANALYSIS INC,Inventory Manager/ Analyst,Bachelors,7,77.04,,
47QTCA19D00DV,small business,IT Schedule 70,Both,6/18/19,6/18/24,132-51,"ZANTECH IT SERVICES, INC.",Program Management Specialist - Senior,Bachelors,6,77.05,78.59,80.16
GS-00F-060GA,other than small business,Consolidated,Both,12/8/16,12/7/21,382 2,Manpowergroup Public Sector Inc.,Mid-Level Localization Engineer,Bachelors,5,77.06,78.52,
GS-10F-136BA,small business,MOBIS,Customer,4/11/14,4/10/24,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","R3 Government Solutions, LLC",Safety Analyst,Bachelors,5,77.07,78.92,80.81
GS-21F-021GA,small business,03FAC,Both,1/15/17,1/14/22,871 210,"CTI ENERGY SERVICES, LLC",Accountant,Bachelors,7,77.08,,
47QTCA19D00DV,small business,IT Schedule 70,Both,6/18/19,6/18/24,132-51,"ZANTECH IT SERVICES, INC.",Systems Security Analyst - Senior,Bachelors,5,77.09,78.63,80.2
47QRAA19D0094,small business,Consolidated,Both,6/10/19,6/9/24,"871-1, 871-2, 871-3, and 871-4","4m Research, Inc.",Administrative Level 3,Bachelors,6,77.1,78.87,80.68
GS-10F-0475P,small business,Logistics,Both,8/6/04,8/5/24,"874-501, 874-501RC, 874-503, 874-503RC, 874-504, 874-504RC, 874-507, 874-507RC","Skyhawk Logistics, Inc.",Operations Logistics Manager I,Bachelors,5,77.1,78.56,80.06
47QRAA20D000U,small business,Consolidated,Both,10/30/19,10/29/24,874-1,"INTERAGENCY READINESS SOLUTIONS, LLC",SME I,Bachelors,7,77.12,78.81,80.55
GS-21F-046GA,small business,03FAC,,6/26/17,6/25/22,811-002,ALUTIIQ COMMERCIAL ENTERPRISES LLC,Configuration Manager,Bachelors,5,77.13,,
GS-00F-345GA,other than small business,Consolidated,Both,8/29/17,8/28/22,874 6,Columbia Lighthouse For The Blind (inc),Contract Closeout Supervisor,Bachelors,5,77.13,79.45,81.83
47QRAA19D00AK,small business,Consolidated,Contractor,7/23/19,7/22/24,874-501; 874-503; 874-504; 874-505,ERPROSOURCE360 LLC,General Management Professional - Middle,Bachelors,6,77.14,79.06,81.04
GS-10F-0025T,other than small business,Environmental,Both,10/24/06,10/23/21,899-1,"Midwest Assistance Program, Inc.",Consultant,Bachelors,5,77.16,77.16,
47QSMA18D08R8,small business,71_IIK,Customer,9/24/18,9/23/23,541614CF and 541614OR,Tri-Logistics LLC,Senior Project Manager (MD),Bachelors,6,77.2,77.2,77.2
GS-00F-0035N,other than small business,Consolidated,Customer,2/1/03,5/29/22,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Epsilon System Solutions, Inc.",Safety Analyst,Bachelors,5,77.22,79.22,81.28
47QRAA18D00F7,other than small business,Consolidated,Contractor,9/6/18,9/5/23,"871-1,2,3,4,5,6,7","Versar, Inc.",Professional III,Bachelors,5,77.25,78.8,80.37
47QRAA20D001K,small business,Consolidated,Both,11/19/19,11/18/24,"874-1,874-6,874-7,871-6","AVUM, INC.",Configuration Management Specialist,Bachelors,5,77.27,79.13,81.03
GS-10F-0151P,other than small business,MOBIS,Both,1/12/04,1/11/24,874-4,"Vertex Solutions, Inc. (d.b.a.) Adayana Government Group",VMOB035 Game Designer II,Bachelors,5,77.3,77.3,78.85
GS-10F-0224Y,small business,Logistics,Both,3/13/12,3/12/22,"874-501, 874-505, 874-1, 874-4, 874-6, 874-7",INNOVATIVE REASONING LLC,Training Specialist II,Bachelors,6,77.31,78.78,80.28
GS-23F-0096V,small business,FABS,Both,9/15/09,9/14/24,"520-13, 520-12, 520-11, 520-21",Alexton Incorporated,Accounting Analyst,Bachelors,5,77.34,,
GS-23F-0211L,small business,AIMS,Both,6/26/01,6/25/21,541-4B/RC,"Metro Communications, Inc.",Multimedia Producer,Bachelors,5,77.38,77.38,
GS-23F-0211L,small business,AIMS,Contractor,6/26/01,6/25/21,541-4B/RC,"Metro Communications, Inc.",Senior Programmer,Bachelors,5,77.38,77.38,
GS-23F-0211L,small business,AIMS,Contractor,6/26/01,6/25/21,541-4B/RC,"Metro Communications, Inc.",Art Director,Bachelors,6,77.38,77.38,
